recno,JName,RA_deg,Dec_deg,RA_str,Dec_str,P0_s,DM,S1400_mJy,W50_ms
907,J1604-4909,241.095833,-49.166194,16:04:23.00,-49:09:58.3,0.327417572788,1.3e-11,140.8,0.5
908,J1604-7203,241.121583,-72.058472,16:04:29.18,-72:03:30.5,0.341402932218,4e-12,54.37,0.005
909,J1605+3249,241.327167,32.821667,16:05:18.52,+32:49:18.0,6.88,,,
910,J1605-5215,241.329167,-52.263333,16:05:19.00,-52:15:48.0,1.0136087473,5e-10,532.0,4.0
911,J1605-5257,241.317917,-52.959444,16:05:16.30,-52:57:34.0,0.6580131007,5e-10,35.1,0.3
912,J1607-0032,241.800417,-0.544667,16:07:12.10,-00:32:40.8,0.42181623358258,1.3e-13,10.6823,0.0001
913,J1607-5140,241.955417,-51.671111,16:07:49.30,-51:40:16.0,0.34272279247,9e-11,533.0,3.0
914,J1607-6449,241.952958,-64.828639,16:07:48.71,-64:49:43.1,0.298116357616,9e-12,89.39,0.07
915,J1609-1930,242.272292,-19.502222,16:09:05.35,-19:30:08.0,1.55791724762,7e-11,37.0,7.0
916,J1609-4616,242.421375,-46.272917,16:09:41.13,-46:16:22.5,0.249608954839,5e-12,150.1,0.6
917,J1609-5158,242.36125,-51.971667,16:09:26.70,-51:58:18.0,1.2794023539,7e-10,1069.0,8.0
918,J1610-1322,242.678208,-13.372778,16:10:42.77,-13:22:22.0,1.018392746362,1.1e-11,49.13,0.08
919,J1610-17,242.545833,-17.833333,16:10:11.00,-17:50:00.0,52.5,3.0,4.31,4.31
920,J1610-5006,242.684583,-50.111722,16:10:44.30,-50:06:42.2,0.48111885215,5e-11,416.0,3.0
921,J1610-5303,242.553417,-53.063611,16:10:12.82,-53:03:49.0,0.78646802352,9e-11,380.1,0.8
922,J1611-01,242.75,-1.466667,16:11:00.00,-01:28:00.0,1.29687,2e-05,27.21,0.07
923,J1611-4811,242.76125,-48.194167,16:11:02.70,-48:11:39.0,1.296850239,3e-09,221.0,8.0
924,J1611-4949,242.944292,-49.832556,16:11:46.63,-49:49:57.2,0.66643792285,8e-11,556.8,2.0
925,J1611-5209,242.763333,-52.156556,16:11:03.20,-52:09:23.6,0.182491659288,4e-12,127.57,0.05
926,J1611-5847,242.963792,-58.795083,16:11:51.31,-58:47:42.3,0.3545503166464,1.8e-12,79.9,1.0
927,J1612+2008,243.097625,20.138417,16:12:23.43,+20:08:18.3,0.4266459810253,1.2e-12,19.544,0.01
928,J1612-2408,243.108583,-24.134444,16:12:26.06,-24:08:04.0,0.92383371069,3e-11,49.0,4.0
929,J1612-49,243.225,-49.45,16:12:54.00,-49:27:00.0,0.19268718417,1.4e-10,439.0,5.0
930,J1612-5136,243.0025,-51.615,16:12:00.60,-51:36:54.0,0.48331051132,1.2e-10,1173.0,10.0
931,J1612-55,243.025,-55.15,16:12:06.00,-55:09:00.0,0.846907,3e-06,312.0,8.0
932,J1612-5805,243.115917,-58.091444,16:12:27.82,-58:05:29.2,0.61552045802,3e-11,171.3,0.4
933,J1613-4714,243.370958,-47.2405,16:13:29.03,-47:14:25.8,0.38237595278,5e-11,161.2,0.3
934,J1613-5211,243.426917,-52.189167,16:13:42.46,-52:11:21.0,0.45750181782,7e-11,360.1,2.0
935,J1613-5234,243.489542,-52.571389,16:13:57.49,-52:34:17.0,0.65522059567,1.8e-10,624.0,4.0
936,J1614+0737,243.670458,7.625278,16:14:40.91,+07:37:31.0,1.206801436397,5e-12,21.3949,0.0003
937,J1614-2230,243.652125,-22.508667,16:14:36.51,-22:30:31.2,1.5,0.1,0.00315080765343,6e-16
938,J1614-23,243.5,-23.25,16:14:00.00,-23:15:00.0,0.0335,52.0,3.88,3.88
939,J1614-38,243.679167,-38.770833,16:14:43.00,-38:46:15.0,0.4641,110.0,4.78,4.78
940,J1614-3937,243.630125,-39.624667,16:14:31.23,-39:37:28.8,0.407292274238,6e-12,152.44,0.02
941,J1614-5048,243.547042,-50.800972,16:14:11.29,-50:48:03.5,0.23169383623,8e-11,582.8,0.3
942,J1614-5144,243.690417,-51.746944,16:14:45.70,-51:44:49.0,1.5340081422,5e-10,748.0,10.0
943,J1614-5402,243.709917,-54.046389,16:14:50.38,-54:02:47.0,0.57259227192,6e-11,300.0,4.0
944,J1615-2940,243.970125,-29.671111,16:15:52.83,-29:40:16.0,2.47756787384,5e-11,44.79,0.1
945,J1615-5444,243.754958,-54.742333,16:15:01.19,-54:44:32.4,0.360957675308,4e-12,312.6,0.5
946,J1615-5537,243.918458,-55.616806,16:15:40.43,-55:37:00.5,0.79152571562,2e-11,124.48,0.08
947,J1616-5017,244.124542,-50.287472,16:16:29.89,-50:17:14.9,0.49138412183,1.3e-11,194.0,4.0
948,J1616-5109,244.12875,-51.154722,16:16:30.90,-51:09:17.0,1.2195938825,8e-10,1160.0,20.0
949,J1616-5208,244.0975,-52.146667,16:16:23.40,-52:08:48.0,1.0258308926,4e-10,488.0,3.0
950,J1617-4216,244.347417,-42.283056,16:17:23.38,-42:16:59.0,3.42846630955,1.3e-10,163.6,0.5
951,J1617-4608,244.39625,-46.143472,16:17:35.10,-46:08:36.5,0.567080221721,1e-11,321.5,1.0
952,J1617-5055,244.372083,-50.920333,16:17:29.30,-50:55:13.2,0.069356847,3e-09,467.0,5.0
953,J1618-39,244.625,-39.316667,16:18:30.00,-39:19:00.0,0.011987313,5e-09,117.5,0.4
954,J1618-4723,244.528333,-47.388639,16:18:06.80,-47:23:19.1,0.20355287786,5e-11,134.7,0.3
955,J1619-42,244.775,-42.033333,16:19:06.00,-42:02:00.0,1.023152,4e-06,172.0,6.9
956,J1620-4927,245.173,-49.460306,16:20:41.52,-49:27:37.1,0.1719346524466,1.5e-12,260000.0,8.1e+34
957,J1620-5414,245.060167,-54.247694,16:20:14.44,-54:14:51.7,1.15636028782,9e-11,71.0,8.0
958,J1621-5039,245.269625,-50.6635,16:21:04.71,-50:39:48.6,1.08401994353,1.6e-10,261.0,3.0
959,J1621-5243,245.4825,-52.728889,16:21:55.80,-52:43:44.0,0.37192413884,6e-11,363.0,4.0
960,J1622-3751,245.519083,-37.853861,16:22:04.58,-37:51:13.9,0.7314627228,5e-10,153.8,0.5
961,J1622-4332,245.689458,-43.541167,16:22:45.47,-43:32:28.2,0.91693752262,2e-11,230.68,0.02
962,J1622-4347,245.62525,-43.789278,16:22:30.06,-43:47:21.4,0.45768147104,9e-12,177.0,3.0
963,J1622-4802,245.696625,-48.036972,16:22:47.19,-48:02:13.1,0.26507223569,3e-11,364.3,1.0
964,J1622-4845,245.522708,-48.774722,16:22:05.45,-48:46:29.0,0.73509164794,8e-11,292.0,7.0
965,J1622-4944,245.65625,-49.741667,16:22:37.50,-49:44:30.0,1.0729678942,3e-10,755.0,4.0
966,J1622-4950,245.686667,-49.848444,16:22:44.80,-49:50:54.4,4.3261,0.0001,820.0,30.0
967,J1622-6617,245.515292,-66.288056,16:22:03.67,-66:17:17.0,0.02362344473939,1.2e-14,88.024,0.009
968,J1623-0841,245.927917,-8.693444,16:23:42.70,-08:41:36.4,0.503014997755,1.4e-11,60.42,0.04
969,J1623-0908,245.823667,-9.147,16:23:17.68,-09:08:49.2,1.2764458195155,1.7e-12,68.183,0.01
970,J1623-2631,245.90925,-26.531611,16:23:38.22,-26:31:53.8,0.0110757509142,1.8e-15,62.8633,0.0005
971,J1623-4256,245.951417,-42.947778,16:23:48.34,-42:56:52.0,0.3645903553,4e-10,295.0,5.0
972,J1623-4949,245.978333,-49.817778,16:23:54.80,-49:49:04.0,0.7257321554,9e-11,183.3,1.0
973,J1624-4411,246.089,-44.192722,16:24:21.36,-44:11:33.8,0.23316407639,4e-12,139.4,1.0
974,J1624-4613,246.077917,-46.217222,16:24:18.70,-46:13:02.0,0.8712426056,4e-10,224.2,2.0
975,J1624-4721,246.228708,-47.3575,16:24:54.89,-47:21:27.0,0.44872324857,7e-11,364.0,5.0
976,J1625-4048,246.293042,-40.805972,16:25:10.33,-40:48:21.5,2.3552781933,2e-10,145.0,6.0
977,J1625-4904,246.325208,-49.076,16:25:18.05,-49:04:33.6,0.46033949229,7e-11,684.8,2.0
978,J1625-4913,246.318375,-49.229056,16:25:16.41,-49:13:44.6,0.35585626277,5e-11,720.0,1.0
979,J1626-44,246.75,-44.366667,16:27:00.00,-44:22:00.0,0.3083536,5e-07,269.2,7.65
980,J1626-4537,246.704083,-45.623778,16:26:48.98,-45:37:25.6,0.370141128114,9e-12,237.0,0.7
981,J1626-4807,246.677083,-48.131667,16:26:42.50,-48:07:54.0,0.29392818864,7e-11,817.0,6.0
982,J1626-6621,246.528542,-66.35425,16:26:06.85,-66:21:15.3,0.45086776633,1e-11,84.11,0.05
983,J1627+1419,246.828167,14.322417,16:27:18.76,+14:19:20.7,0.490856730096,2e-12,33.8,0.6
984,J1627-4706,246.869792,-47.113944,16:27:28.75,-47:06:50.2,0.140745806053,6e-12,456.1,2.0
985,J1627-4845,246.793083,-48.752222,16:27:10.34,-48:45:08.0,0.612330650088,9e-12,557.8,0.7
986,J1627-49,246.925,-49.9,16:27:42.00,-49:54:00.0,0.623678,3e-06,594.0,20.0
987,J1627-51,246.875,-51.133333,16:27:30.00,-51:08:00.0,0.439684,5e-07,201.0,4.0
988,J1627-5547,246.837833,-55.797889,16:27:21.08,-55:47:52.4,0.3524642132,7e-11,166.2,0.9
989,J1627-5936,246.969125,-59.615361,16:27:52.59,-59:36:55.3,0.35423394051,6e-11,99.3,0.2
990,J1627+86,246.75,86.9,16:27:00.00,+86:54:00.0,0.395785,8.7e-06,46.0,1.0
991,J1628-3205,247.029167,-32.096917,16:28:07.00,-32:05:48.9,0.00321,42.1,1.54,1.54
992,J1628-4804,247.111792,-48.083056,16:28:26.83,-48:04:59.0,0.8659709627,1.2e-10,952.0,3.0
993,J1628-4828,247.12875,-48.478333,16:28:30.90,-48:28:42.0,4.1375385239,1.6e-09,1209.0,20.0
994,J1629-3636,247.399208,-36.603611,16:29:35.81,-36:36:13.0,2.988192686,9e-09,101.0,1.0
995,J1629+43,247.25,43.983333,16:29:00.00,+43:59:00.0,0.1811729,1.6e-06,7.3,0.8
996,J1629-6902,247.286542,-69.045917,16:29:08.77,-69:02:45.3,0.00600060344322,1.9e-15,29.49,0.003
997,J1630+37,247.5,37.0,16:30:00.00,+37:00:00.0,0.00332,14.1,0.85,0.85
998,J1630-4719,247.510292,-47.328333,16:30:02.47,-47:19:42.0,0.55907133302,4e-11,489.6,2.0
999,J1630-4733,247.656125,-47.551389,16:30:37.47,-47:33:05.0,0.57597141155,2e-11,498.0,5.0
1000,J1631-1612,247.968625,-16.214444,16:31:52.47,-16:12:52.0,0.67768391249,4e-11,33.77,0.02
1001,J1631-4155,247.826375,-41.917694,16:31:18.33,-41:55:03.7,0.55124125377,4e-11,235.0,4.0
1002,J1632-1013,248.225833,-10.221667,16:32:54.20,-10:13:18.0,0.71763732795,2e-11,89.9,0.2
1003,J1632-4509,248.058333,-45.1525,16:32:14.00,-45:09:09.0,1.0468098769,4e-10,412.0,4.0
1004,J1632-4621,248.207542,-46.3635,16:32:49.81,-46:21:48.6,1.70915449528,4e-11,562.9,0.8
1005,J1632-4757,248.069667,-47.959528,16:32:16.72,-47:57:34.3,0.228564097816,1e-11,578.0,3.0
1006,J1632-4818,248.165583,-48.314611,16:32:39.74,-48:18:52.6,0.81345283358,7e-11,758.0,5.0
1007,J1633-2009,248.480417,-20.169167,16:33:55.30,-20:10:09.0,0.93555704483,6e-11,48.19,0.06
1008,J1633-4453,248.446042,-44.8855,16:33:47.05,-44:53:07.8,0.436506697158,4e-12,474.1,0.3
1009,J1633-4805,248.2725,-48.093333,16:33:05.40,-48:05:36.0,0.7108300788,1.6e-10,1120.0,9.0
1010,J1633-5015,248.250417,-50.25225,16:33:00.10,-50:15:08.1,0.352142380018,3e-12,398.41,0.08
1011,J1634-49,248.625,-49.866667,16:34:30.00,-49:52:00.0,0.68493649236,2e-11,649.0,10.0
1012,J1634-5107,248.520792,-51.129333,16:34:04.99,-51:07:45.6,0.507356002674,1.3e-11,372.8,2.0
1013,J1634-5640,248.579875,-56.680194,16:34:19.17,-56:40:48.7,0.22420119106,8e-11,148.0,0.1
1014,J1635-1511,248.947333,-15.197778,16:35:47.36,-15:11:52.0,1.17938703902,8e-11,54.0,8.0
1015,J1635+2418,248.857417,24.313139,16:35:25.78,+24:18:47.3,0.4905065128003,1.7e-12,24.32,0.04
1016,J1635-26,248.966667,-26.271389,16:35:52.00,-26:16:17.0,0.5105,100.0,7.23,7.23
1017,J1635-4513,248.980833,-45.224167,16:35:55.40,-45:13:27.0,1.5947455499,8e-10,416.0,5.0
1018,J1635-4735,248.966,-47.589806,16:35:51.84,-47:35:23.3,2.594578,6e-06,,
1019,J1635-4944,248.980833,-49.743333,16:35:55.40,-49:44:36.0,0.67196419932,9e-11,474.0,6.0
1020,J1635-5954,248.787833,-59.911389,16:35:09.08,-59:54:41.0,0.52912125685,1.1e-10,134.9,1.0
1021,J1636-4440,249.068875,-44.673611,16:36:16.53,-44:40:25.0,0.20664850874,3e-11,449.0,1.0
1022,J1636-4803,249.133333,-48.065278,16:36:32.00,-48:03:55.0,1.2046438889,3e-10,503.0,7.0
1023,J1636-4933,249.229792,-49.552778,16:36:55.15,-49:33:10.0,0.430366558,4e-11,542.7,2.0
1024,J1637-4335,249.486667,-43.595,16:37:56.80,-43:35:42.0,0.77136654042,1.8e-10,608.0,8.0
1025,J1637-4450,249.471458,-44.840639,16:37:53.15,-44:50:26.3,0.252869846841,2e-11,470.7,0.8
1026,J1637-4553,249.494625,-45.890917,16:37:58.71,-45:53:27.3,0.1187713928329,5e-13,193.23,0.07
1027,J1637-46,249.4,-46.216667,16:37:36.00,-46:13:00.0,0.493091,2e-06,660.4,8.16
1028,J1637-4642,249.307375,-46.704167,16:37:13.77,-46:42:15.0,0.154027427712,1e-11,417.0,1.0
1029,J1637-4721,249.2975,-47.350833,16:37:11.40,-47:21:03.0,1.1657413866,2e-10,448.0,7.0
1030,J1637-4816,249.4945,-48.27,16:37:58.68,-48:16:12.0,0.8373653018,3e-10,738.0,2.0
1031,J1638-3815,249.655625,-38.250944,16:38:37.35,-38:15:03.4,0.69826060054,2e-10,238.0,1.0
1032,J1638-3951,249.564833,-39.866389,16:38:15.56,-39:51:59.0,0.77113024025,8e-11,249.0,4.0
1033,J1638-42,249.629167,-42.565556,16:38:31.00,-42:33:56.0,0.5109,410.0,15.99,15.99
1034,J1638-4344,249.720333,-43.734444,16:38:52.88,-43:44:04.0,1.12194419355,7e-11,237.0,3.0
1035,J1638-44,249.575,-44.666667,16:38:18.00,-44:40:00.0,0.5680566269,3e-10,494.0,5.0
1036,J1638-4417,249.692583,-44.284333,16:38:46.22,-44:17:03.6,0.1178015507206,9e-13,436.0,0.7
1037,J1638-4608,249.59575,-46.136556,16:38:22.98,-46:08:11.6,0.27813728728,6e-12,424.3,0.8
1038,J1638-4725,249.553917,-47.425556,16:38:12.94,-47:25:32.0,0.7639335,3e-07,552.1,1.0
1039,J1638-5226,249.749833,-52.449278,16:38:59.96,-52:26:57.4,0.340502709437,6e-12,170.1,2.0
1040,J1639-4359,249.778542,-43.997778,16:39:06.85,-43:59:52.0,0.58755897769,4e-11,258.9,2.0
1041,J1639-4604,249.838333,-46.075861,16:39:21.20,-46:04:33.1,0.529115851204,8e-12,258.91,0.04
1042,J1640+2224,250.06975,22.402444,16:40:16.74,+22:24:08.8,0.00316331581791,2e-17,18.426,0.0008
1043,J1640-4631,250.181333,-46.5265,16:40:43.52,-46:31:35.4,0.206443048,1.8e-09,12.75,3350.0
1044,J1640-4648,250.198417,-46.8125,16:40:47.62,-46:48:45.0,0.178352043293,1.3e-11,474.0,3.0
1045,J1640-4715,250.054958,-47.259806,16:40:13.19,-47:15:35.3,0.51740483467,2e-11,591.7,0.8
1046,J1640-4951,250.1815,-49.850583,16:40:43.56,-49:51:02.1,0.73909894649,3e-11,411.4,2.0
1047,J1641-2347,250.325167,-23.793333,16:41:18.04,-23:47:36.0,1.091008429855,1.6e-11,27.7,0.3
1048,J1641+3627A,250.420333,36.454278,16:41:40.88,+36:27:15.4,0.010377509452,6e-13,30.36,0.04
1049,J1641+3627B,250.420833,36.460278,16:41:41.00,+36:27:37.0,0.003528072,5e-09,29.5,2.0
1050,J1641+3627C,250.420833,36.460278,16:41:41.00,+36:27:37.0,0.003722,1e-06,30.1,0.1
1051,J1641+3627D,250.420833,36.460278,16:41:41.00,+36:27:37.0,0.003118,1e-06,30.6,0.1
1052,J1641+3627E,250.420833,36.460278,16:41:41.00,+36:27:37.0,0.002487,1e-06,30.3,0.1
1053,J1643-1224,250.909,-12.416306,16:43:38.16,-12:24:58.7,1.27,0.19,0.00462164152494,2e-16
1054,J1643-4505,250.904042,-45.096111,16:43:36.97,-45:05:46.0,0.237383081875,1.7e-11,484.0,3.0
1055,J1643-4522,250.835,-45.366944,16:43:20.40,-45:22:01.0,1.3478994729,1.1e-10,482.0,4.0
1056,J1643-4550,250.806333,-45.848472,16:43:13.52,-45:50:54.5,0.717508089981,1.6e-11,450.8,2.0
1057,J1644-44,251.15,-44.166667,16:44:36.00,-44:10:00.0,0.1739106,2e-07,535.1,7.65
1058,J1644-4559,251.205333,-45.985972,16:44:49.28,-45:59:09.5,0.455059775403,1e-11,478.8,0.8
1059,J1644-46,251.025,-46.433333,16:44:06.00,-46:26:00.0,0.2509406,1e-07,405.8,5.68
1060,J1644-4657,251.160417,-46.960556,16:44:38.50,-46:57:38.0,0.12596223249,4e-11,718.0,6.0
1061,J1645-0317,251.2585,-3.299528,16:45:02.04,-03:17:58.3,0.387689698034,7e-12,35.7555,0.0008
1062,J1645+1012,251.393417,10.204444,16:45:34.42,+10:12:16.0,0.410860719379,1e-12,36.3,0.6
1063,J1646-2142,251.575542,-21.7025,16:46:18.13,-21:42:09.0,0.00585,29.8,1.41,1.41
1064,J1646-4308,251.730417,-43.135278,16:46:55.30,-43:08:07.0,0.8406799814,3e-10,595.0,20.0
1065,J1646-4346,251.71375,-43.777222,16:46:51.30,-43:46:38.0,0.2316033293,9e-11,490.4,0.3
1066,J1646-5123,251.651458,-51.387389,16:46:36.35,-51:23:14.6,0.53007520741,2e-11,279.0,3.0
1067,J1646-6831,251.728333,-68.530833,16:46:54.80,-68:31:51.0,1.7856112396,6e-10,43.0,2.0
1068,J1647-3607,251.943792,-36.117778,16:47:46.51,-36:07:04.0,0.21231640921,5e-11,224.0,1.0
1069,J1647-4552,251.7925,-45.871333,16:47:10.20,-45:52:16.8,10.61065628,1.3e-07,202000.0,2.8e+31
1070,J1647+66,252.0,66.066667,16:48:00.00,+66:04:00.0,1.599819,5e-05,23.0,2.0
1071,J1648-3256,252.025292,-32.944667,16:48:06.07,-32:56:40.8,0.719454779443,2e-12,128.278,0.006
1072,J1648-4458,252.054167,-44.973889,16:48:13.00,-44:58:26.0,0.62963153567,8e-11,925.0,6.0
1073,J1648-4611,252.09175,-46.187778,16:48:22.02,-46:11:16.0,0.164949668359,9e-12,392.9,2.0
1074,J1648-6044,252.213458,-60.740417,16:48:51.23,-60:44:25.5,0.58376499689,5e-11,106.2,0.1
1075,J1649+2533,252.434292,25.551944,16:49:44.23,+25:33:07.0,1.0152573918,5e-10,35.5,0.9
1076,J1649-3805,252.450917,-38.09975,16:49:48.22,-38:05:59.1,0.262025692969,7e-12,213.8,0.5
1077,J1649-3935,252.277833,-39.595611,16:49:06.68,-39:35:44.2,0.770909760511,1.4e-11,290.0,7.0
1078,J1649-4349,252.335083,-43.822833,16:49:20.42,-43:49:22.2,0.87071155949,7e-11,398.6,1.0
1079,J1649-4653,252.352083,-46.885833,16:49:24.50,-46:53:09.0,0.55701875796,1e-10,332.0,4.0
1080,J1649-4729,252.326125,-47.498056,16:49:18.27,-47:29:53.0,0.29769219971,5e-11,540.2,2.0
1081,J1649-5553,252.379583,-55.894444,16:49:31.10,-55:53:40.0,0.61357070436,7e-11,180.4,1.0
1082,J1649+80,252.5,80.75,16:50:00.00,+80:45:00.0,0.0020210978,1.3e-09,31.09,0.04
1083,J1650-1654,252.613333,-16.911111,16:50:27.20,-16:54:40.0,1.7495517461,4e-11,43.25,0.1
1084,J1650-4126,252.554875,-41.442722,16:50:13.17,-41:26:33.8,0.308917678787,3e-12,251.5,0.5
1085,J1650-4341,252.686167,-43.691889,16:50:44.68,-43:41:30.8,0.309398365719,4e-12,673.0,4.0
1086,J1650-4502,252.634583,-45.043694,16:50:32.30,-45:02:37.3,0.38086979928,5e-11,319.7,0.8
1087,J1650-4921,252.64625,-49.351083,16:50:35.10,-49:21:03.9,0.1563993674972,1e-12,229.9,0.5
1088,J1651-1709,252.882292,-17.156111,16:51:31.75,-17:09:22.0,0.973393691872,5e-12,33.46,0.06
1089,J1651-4246,252.953292,-42.769722,16:51:48.79,-42:46:11.0,0.84408066596,9e-11,482.0,3.0
1090,J1651-4519,252.988333,-45.319722,16:51:57.20,-45:19:11.0,0.51744320409,1.9e-10,562.0,6.0
1091,J1651-5222,252.929042,-52.382833,16:51:42.97,-52:22:58.2,0.63505597647,1.2e-10,179.1,0.6
1092,J1651-5255,252.921667,-52.93,16:51:41.20,-52:55:48.0,0.8905339578,4e-10,164.0,2.0
1093,J1651-7642,252.782792,-76.710972,16:51:07.87,-76:42:39.5,1.75531107981,1.8e-10,80.0,10.0
1094,J1652-1400,253.0695,-14.007611,16:52:16.68,-14:00:27.4,0.305447058241,3e-12,49.5,1.0
1095,J1652-2404,253.243833,-24.064167,16:52:58.52,-24:03:51.0,1.703739137858,5e-12,68.41,0.03
1096,J1652+2651,253.012792,26.861222,16:52:03.07,+26:51:40.4,0.9158034972,5e-11,40.8,0.2
1097,J1652-4406,253.247917,-44.101389,16:52:59.50,-44:06:05.0,7.707183007,4e-09,786.0,10.0
1098,J1652-48,253.225,-48.75,16:52:54.00,-48:45:00.0,0.0037851238,4e-10,187.8,4.79
1099,J1653-2054,253.379292,-20.915306,16:53:31.03,-20:54:55.1,0.00412914528456,2e-15,56.56,0.02
1100,J1653-3838,253.415833,-38.639111,16:53:39.80,-38:38:20.8,0.305037318882,3e-12,207.2,0.2
1101,J1653-4030,253.392625,-40.500389,16:53:34.23,-40:30:01.4,1.01937155664,1.6e-10,425.0,8.0
1102,J1653-4249,253.417583,-42.817583,16:53:40.22,-42:49:03.3,0.61255824122,5e-11,416.1,1.0
1103,J1653-4315,253.37375,-43.250278,16:53:29.70,-43:15:01.0,0.41927974137,9e-11,337.0,6.0
1104,J1653-4854,253.48625,-48.914167,16:53:56.70,-48:54:51.0,3.0595096022,5e-10,354.0,6.0
1105,J1654-23,253.5125,-23.583333,16:54:03.00,-23:35:00.0,0.54535972,3e-08,74.5,2.0
1106,J1654-2713,253.598417,-27.217222,16:54:23.62,-27:13:02.0,0.791822441873,1.9e-11,92.31,0.1
1107,J1654-3710,253.685125,-37.182528,16:54:44.43,-37:10:57.1,0.93916547876,3e-11,302.0,1.0
1108,J1654-4140,253.597917,-41.673333,16:54:23.50,-41:40:24.0,1.27394512577,1.2e-10,307.0,3.0
1109,J1654-4245,253.592,-42.760833,16:54:22.08,-42:45:39.0,1.1015546927,7e-10,950.0,1.0
1110,J1655-3048,253.852208,-30.811667,16:55:24.53,-30:48:42.0,0.542935874228,9e-12,154.3,0.3
1111,J1655-3844,253.911083,-38.735833,16:55:38.66,-38:44:09.0,1.19343919921,1.4e-10,365.0,10.0
1112,J1656-3621,254.137292,-36.366583,16:56:32.95,-36:21:59.7,0.730133707454,1.6e-11,229.0,3.0
1113,J1657-4432,254.403042,-44.538889,16:57:36.73,-44:32:20.0,0.60960714201,4e-11,375.3,2.0
1114,J1658-4306,254.569167,-43.113889,16:58:16.60,-43:06:50.0,1.1664490044,5e-10,845.0,10.0
1115,J1658-47,254.6,-47.2,16:58:24.00,-47:12:00.0,0.3693649,1.4e-06,533.0,5.0
1116,J1658-4958,254.728833,-49.982889,16:58:54.92,-49:58:58.4,0.416873770089,1.1e-11,193.4,1.0
1117,J1658-5324,254.663917,-53.401944,16:58:39.34,-53:24:07.0,0.0024392959098,3e-16,30.81,0.03
1118,J1659-1305,254.971167,-13.085833,16:59:53.08,-13:05:09.0,0.640958200232,5e-12,60.37,0.07
1119,J1659-4316,254.984917,-43.268333,16:59:56.38,-43:16:06.0,0.47438143461,3e-11,640.9,2.0
1120,J1659-4439,254.914333,-44.650278,16:59:39.44,-44:39:01.0,0.353293033439,1.5e-11,535.0,3.0
1121,J1700-3312,255.22075,-33.212917,17:00:52.98,-33:12:46.5,1.358307010526,1e-11,166.97,0.09
1122,J1700-3611,255.2055,-36.198056,17:00:49.32,-36:11:53.0,1.49409061528,1.6e-10,232.7,1.0
1123,J1700-3919,255.092792,-39.316667,17:00:22.27,-39:19:00.0,0.560503533065,1.6e-11,354.3,2.0
1124,J1700-4012,255.160625,-40.210722,17:00:38.55,-40:12:38.6,0.283791853785,1.1e-11,385.0,4.0
1125,J1700-4422,255.223625,-44.374167,17:00:53.67,-44:22:27.0,0.7555354095,3e-10,410.0,9.0
1126,J1700-4939,255.094,-49.654167,17:00:22.56,-49:39:15.0,0.57836343922,4e-11,278.0,3.0
1127,J1701-3006A,255.302125,-30.108389,17:01:12.51,-30:06:30.2,0.0052415662038,2.9e-15,114.9654,0.008
1128,J1701-3006B,255.302792,-30.113611,17:01:12.67,-30:06:49.0,0.00359385212705,3.4e-15,115.21,0.4
1129,J1701-3006C,255.303625,-30.1165,17:01:12.87,-30:06:59.4,0.00761284871114,6.8e-15,114.5619,0.007
1130,J1701-3006D,255.3065,-30.111833,17:01:13.56,-30:06:42.6,0.00341777044505,1.7e-15,114.224,0.01
1131,J1701-3006E,255.305292,-30.113028,17:01:13.27,-30:06:46.9,0.00323373733312,6.5e-15,113.792,0.02
1132,J1701-3006F,255.303417,-30.114389,17:01:12.82,-30:06:51.8,0.00229472708067,2.9e-15,113.291,0.03
1133,J1701-3130,255.431292,-31.510194,17:01:43.51,-31:30:36.7,0.2913414710251,1.2e-12,130.73,0.06
1134,J1701-3726,255.32725,-37.440278,17:01:18.54,-37:26:25.0,2.4546091591,2e-10,303.4,0.5
1135,J1701-4533,255.371458,-45.563528,17:01:29.15,-45:33:48.7,0.322908566781,3e-12,526.0,0.6
1136,J1701-4958,255.303458,-49.975833,17:01:12.83,-49:58:33.0,0.80430423739,1.2e-10,230.0,5.0
1137,J1702-3932,255.559833,-39.544444,17:02:14.36,-39:32:40.0,0.390327976785,1.9e-11,530.0,4.0
1138,J1702-4128,255.718833,-41.480056,17:02:52.52,-41:28:48.2,0.182135802939,6e-12,367.1,0.7
1139,J1702-4217,255.651833,-42.283667,17:02:36.44,-42:17:01.2,0.227564958458,7e-12,629.0,5.0
1140,J1702-4306,255.613708,-43.112222,17:02:27.29,-43:06:44.0,0.215507334229,9e-12,537.0,1.0
1141,J1702-4310,255.61225,-43.177778,17:02:26.94,-43:10:40.0,0.24052386477,4e-11,377.0,3.0
1142,J1702-4428,255.719167,-44.4675,17:02:52.60,-44:28:03.0,2.1235057036,6e-10,395.0,8.0
1143,J1703-1846,255.962875,-18.771056,17:03:51.09,-18:46:15.8,0.8043410792712,1.2e-12,49.551,0.01
1144,J1703-3241,255.843917,-32.696667,17:03:22.54,-32:41:48.0,1.211785094647,3e-12,110.306,0.01
1145,J1703-38,255.858333,-38.2,17:03:26.00,-38:12:00.0,6.443,0.001,375.0,10.0
1146,J1703-4442,255.835792,-44.711667,17:03:20.59,-44:42:42.0,1.74729348943,1e-10,280.2,2.0
1147,J1703-4851,255.976667,-48.8655,17:03:54.40,-48:51:55.8,1.39640107763,5e-11,150.29,0.03
1148,J1704-6016,256.061667,-60.281667,17:04:14.80,-60:16:54.0,0.3063230254,5e-10,54.0,5.0
